university_id,program_id,student_gre,student_gpa,years_experience_pre_degree,salary,graduation_year,job_sector,record_id
109,440,272.0,2.15,6,90843,2019,Government,16518
109,440,305.0,3.55,0,111507,2021,Education,16519
109,440,317.0,3.85,6,51681,2016,Government,16520
109,440,289.0,2.19,2,85795,2019,Healthcare,16521
109,440,297.0,2.54,1,75332,2015,Government,16522
109,440,310.0,2.83,10,74797,2016,Finance,16523
109,440,321.0,2.43,9,115013,2021,Government,16524
109,440,335.0,2.14,2,53238,2017,Non-profit,16525
109,440,291.0,,10,67484,2017,Non-profit,16526
109,440,260.0,3.27,4,52667,2021,Healthcare,16527
109,440,282.0,2.38,0,88268,2021,Government,16528
109,440,331.0,2.75,9,61820,2021,Government,16529
109,440,294.0,2.63,9,31522,2021,Finance,16530
109,440,305.0,3.02,7,36875,2018,Finance,16531
109,440,327.0,3.88,2,147717,2016,Government,16532
109,440,200.0,4.72,6,58548,2023,Technology,16533
109,440,,4.79,3,94244,2018,Finance,16534
109,440,276.0,,3,74910,2018,Education,16535
109,440,,2.9,9,66376,2015,Healthcare,16536
109,440,291.0,2.34,6,55779,2015,Government,16537
109,440,181.0,4.53,3,116905,2016,Finance,16538
109,440,321.0,3.85,7,135883,2021,Finance,16539
109,440,291.0,2.73,1,121265,2016,Non-profit,16540
109,440,270.0,2.97,1,79477,2017,Technology,16541
109,440,263.0,2.99,4,104094,2018,Healthcare,16542
109,440,323.0,2.55,1,52046,2022,Healthcare,16543
109,440,,2.04,7,108340,2022,Government,16544
109,440,304.0,3.48,2,34473,2021,Healthcare,16545
109,440,280.0,3.86,0,123669,2019,Education,16546
109,440,273.0,2.88,4,129324,2022,Government,16547
109,440,315.0,2.26,5,58610,2015,Government,16548
109,440,305.0,3.38,6,72422,2016,Technology,16549
109,440,305.0,3.66,1,133932,2022,Education,16550
109,440,264.0,,7,59702,2023,Non-profit,16551
109,440,,,3,74527,2022,Technology,16552
109,440,328.0,3.17,10,141409,2016,Healthcare,16553
109,441,305.0,,4,54913,2015,Government,16554
109,441,340.0,4.0,10,39738,2017,Non-profit,16555
109,441,291.0,2.09,7,120116,2017,Education,16556
109,441,233.0,4.53,8,89011,2023,Education,16557
109,441,308.0,3.84,7,31867,2016,Government,16558
109,441,323.0,3.47,1,126906,2022,Finance,16559
109,441,307.0,,10,86138,2022,Education,16560
109,441,271.0,3.31,8,125450,2018,Technology,16561
109,441,289.0,2.08,1,38453,2020,Government,16562
109,441,288.0,2.54,9,126209,2018,Healthcare,16563
109,441,246.0,4.87,4,67294,2016,Technology,16564
109,441,282.0,3.22,3,93994,2020,Technology,16565
109,441,297.0,3.04,10,71750,2021,Technology,16566
109,441,281.0,3.08,5,79649,2023,Government,16567
109,441,319.0,2.77,1,149576,2015,Non-profit,16568
109,441,339.0,2.67,6,148634,2023,Healthcare,16569
109,441,,3.46,10,33893,2015,Technology,16570
109,441,284.0,,5,133514,2023,Non-profit,16571
109,441,273.0,3.16,5,144550,2017,Healthcare,16572
109,441,274.0,2.25,4,74297,2015,Government,16573
109,441,274.0,3.32,7,86189,2022,Education,16574
109,441,338.0,2.48,8,111579,2019,Non-profit,16575
109,441,317.0,3.99,7,144215,2023,Education,16576
109,441,,2.58,6,93740,2017,Healthcare,16577
109,441,,,7,110879,2020,Non-profit,16578
109,441,,3.37,1,107364,2016,Government,16579
109,441,340.0,2.6,9,36688,2017,Healthcare,16580
109,441,309.0,2.29,7,114805,2022,Education,16581
109,441,,3.65,5,63590,2020,Healthcare,16582
109,441,322.0,,10,88574,2017,Technology,16583
109,441,326.0,3.0,4,114187,2019,Technology,16584
109,441,291.0,3.43,8,78923,2022,Healthcare,16585
109,441,276.0,2.72,2,91063,2021,Education,16586
109,441,161.0,4.25,4,147741,2015,Finance,16587
109,441,324.0,2.68,0,84042,2022,Education,16588
109,441,227.0,4.22,6,113225,2017,Technology,16589
109,441,,3.46,2,101035,2018,Education,16590
109,441,327.0,2.45,4,123281,2022,Technology,16591
109,441,340.0,4.0,6,85171,2022,Government,16592
109,441,283.0,3.26,2,59940,2016,Finance,16593
109,441,,,7,58028,2017,Non-profit,16594
109,441,307.0,3.07,10,87823,2017,Healthcare,16595
109,441,305.0,3.1,5,40764,2023,Healthcare,16596
109,441,,3.47,1,114678,2017,Technology,16597
110,442,270.0,2.98,3,63384,2021,Healthcare,16598
110,442,316.0,2.53,5,114497,2019,Healthcare,16599
110,442,281.0,2.0,8,55254,2016,Healthcare,16600
110,442,324.0,3.31,1,113578,2021,Non-profit,16601
110,442,,3.49,4,88041,2016,Government,16602
110,442,265.0,3.22,6,116541,2016,Government,16603
110,442,272.0,,2,39367,2022,Finance,16604
110,442,271.0,2.31,6,140611,2022,Non-profit,16605
110,442,270.0,2.26,6,124324,2016,Government,16606
110,442,288.0,2.9,9,69392,2017,Non-profit,16607
110,442,340.0,4.0,6,63529,2022,Government,16608
110,442,260.0,3.71,9,120223,2017,Government,16609
110,442,266.0,2.42,4,63757,2016,Healthcare,16610
110,442,333.0,2.67,2,103919,2015,Government,16611
110,442,323.0,2.12,10,50025,2022,Finance,16612
110,442,311.0,2.14,5,114630,2022,Education,16613
110,442,269.0,3.7,8,89412,2020,Non-profit,16614
110,442,333.0,2.55,6,125107,2017,Healthcare,16615
110,442,276.0,2.96,4,86498,2020,Technology,16616
110,442,318.0,2.44,10,60895,2018,Government,16617
110,442,,3.52,9,89709,2016,Government,16618
110,442,,,9,103290,2020,Education,16619
110,442,319.0,2.19,5,139053,2021,Education,16620
110,442,332.0,2.62,7,101607,2021,Healthcare,16621
110,442,306.0,2.05,6,103872,2015,Finance,16622
110,442,284.0,3.63,9,110364,2019,Healthcare,16623
110,442,310.0,,8,60918,2021,Technology,16624
110,442,204.0,4.57,4,45530,2017,Education,16625
110,442,310.0,2.21,3,65209,2021,Non-profit,16626
110,442,281.0,2.91,2,74218,2015,Education,16627
110,442,274.0,2.69,1,113291,2019,Education,16628
110,442,333.0,3.6,5,124716,2023,Healthcare,16629
110,442,263.0,2.34,6,61540,2016,Technology,16630
110,442,310.0,3.67,8,145302,2019,Non-profit,16631
110,442,272.0,2.92,1,35366,2018,Healthcare,16632
110,442,294.0,2.93,5,42121,2023,Non-profit,16633
110,442,280.0,3.73,0,137526,2019,Healthcare,16634
110,442,299.0,3.87,1,138151,2015,Healthcare,16635
110,442,266.0,3.32,1,97308,2019,Finance,16636
110,442,294.0,3.08,4,37568,2016,Finance,16637
110,442,303.0,2.42,5,93336,2019,Technology,16638
110,442,297.0,3.48,2,64412,2023,Healthcare,16639
110,442,301.0,3.31,9,31882,2015,Government,16640
110,442,281.0,3.46,4,106923,2016,Government,16641
110,443,261.0,,7,146132,2023,Finance,16642
110,443,,3.61,10,147837,2018,Technology,16643
110,443,340.0,4.0,2,130927,2017,Government,16644
110,443,325.0,,6,40748,2019,Finance,16645
110,443,,4.2,2,97739,2015,Healthcare,16646
110,443,320.0,3.57,7,118652,2023,Finance,16647
110,443,,3.29,1,108984,2017,Government,16648
110,443,309.0,3.51,2,32693,2020,Healthcare,16649
110,443,280.0,3.09,1,66033,2017,Healthcare,16650
110,443,273.0,2.39,10,114706,2020,Finance,16651
110,443,311.0,2.57,8,77851,2016,Finance,16652
110,443,274.0,2.64,7,102955,2023,Government,16653
110,443,320.0,,2,83039,2019,Education,16654
110,443,265.0,2.07,8,53361,2016,Healthcare,16655
110,443,284.0,3.56,10,30126,2023,Non-profit,16656
110,443,154.0,4.56,9,39213,2015,Finance,16657
110,443,298.0,3.89,5,109652,2023,Finance,16658
110,443,,2.74,1,87193,2015,Government,16659
110,443,293.0,3.37,6,54430,2015,Education,16660
110,443,283.0,3.5,1,39061,2017,Education,16661
110,443,271.0,2.44,2,100541,2021,Education,16662
110,443,276.0,3.48,4,81372,2016,Finance,16663
110,443,263.0,3.12,4,148579,2022,Government,16664
110,443,319.0,3.38,10,81416,2022,Non-profit,16665
110,443,,3.09,1,103553,2016,Healthcare,16666
110,443,270.0,,6,33285,2017,Non-profit,16667
110,443,335.0,2.83,3,36420,2022,Technology,16668
110,443,322.0,2.5,6,71856,2016,Non-profit,16669
110,443,290.0,3.31,5,108598,2016,Government,16670
110,443,316.0,2.62,7,82661,2017,Government,16671
110,443,,3.66,6,80215,2017,Technology,16672
110,443,264.0,2.98,6,121494,2016,Education,16673
110,443,327.0,3.95,5,108690,2020,Technology,16674
110,443,261.0,2.95,8,70236,2020,Healthcare,16675
110,443,288.0,3.84,5,53263,2017,Technology,16676
110,443,303.0,2.1,5,79966,2016,Technology,16677
110,443,,3.43,0,60019,2018,Education,16678
110,443,271.0,3.65,2,136647,2016,Finance,16679
110,443,,2.36,3,144435,2023,Education,16680
110,443,299.0,3.46,5,61111,2018,Healthcare,16681
110,443,266.0,,10,139742,2017,Government,16682
110,443,337.0,2.25,8,94528,2016,Technology,16683
110,443,273.0,2.38,4,33516,2017,Education,16684
110,443,293.0,3.16,2,129062,2021,Government,16685
110,443,290.0,,7,107988,2018,Education,16686
110,443,289.0,2.31,10,72208,2018,Healthcare,16687
110,443,300.0,2.37,7,131409,2015,Government,16688
110,443,295.0,2.67,8,105848,2015,Education,16689
110,443,,2.46,3,56243,2021,Finance,16690
110,444,335.0,3.47,7,33299,2023,Non-profit,16691
110,444,284.0,,2,140558,2020,Non-profit,16692
110,444,312.0,2.99,1,120801,2022,Education,16693
110,444,,2.28,2,108703,2016,Non-profit,16694
110,444,289.0,,2,95878,2020,Finance,16695
110,444,310.0,3.68,7,145844,2019,Healthcare,16696
110,444,336.0,3.37,7,107013,2015,Healthcare,16697
110,444,339.0,3.7,1,124605,2017,Non-profit,16698
110,444,295.0,2.93,2,100980,2016,Government,16699
110,444,264.0,2.41,4,124279,2022,Finance,16700
110,444,221.0,4.3,7,49392,2015,Government,16701
110,444,280.0,4.0,3,103263,2021,Technology,16702
110,444,340.0,4.0,6,147849,2021,Finance,16703
110,444,325.0,2.77,9,85437,2019,Technology,16704
110,444,264.0,2.67,7,31821,2016,Non-profit,16705
110,444,,,9,133246,2023,Technology,16706
110,444,315.0,2.99,6,73535,2023,Finance,16707
110,444,340.0,4.0,6,119275,2020,Education,16708
110,444,309.0,2.01,8,56942,2015,Government,16709
110,444,105.0,4.65,1,79714,2020,Technology,16710
110,444,337.0,2.5,7,39468,2017,Finance,16711
110,444,297.0,2.57,8,118086,2023,Technology,16712
110,444,,3.84,3,119640,2016,Non-profit,16713
110,444,280.0,,7,32647,2017,Government,16714
110,444,326.0,3.98,6,31488,2021,Non-profit,16715
110,444,295.0,,6,49777,2016,Non-profit,16716
110,444,292.0,2.2,1,117134,2023,Government,16717
110,445,271.0,2.41,5,124037,2019,Technology,16718
110,445,,3.41,1,31468,2018,Government,16719
110,445,283.0,2.24,3,95723,2021,Government,16720
110,445,297.0,2.26,7,73536,2018,Non-profit,16721
110,445,297.0,3.56,7,66865,2016,Education,16722
110,445,308.0,2.59,6,71724,2023,Education,16723
110,445,,4.92,3,101141,2018,Healthcare,16724
110,445,335.0,2.82,7,149743,2021,Healthcare,16725
110,445,267.0,3.34,8,39225,2021,Non-profit,16726
110,445,333.0,3.55,10,54971,2023,Finance,16727
110,445,266.0,3.75,5,82536,2016,Education,16728
110,445,298.0,3.34,1,119728,2017,Finance,16729
110,445,290.0,2.63,2,102680,2021,Non-profit,16730
110,445,262.0,3.32,7,63790,2016,Finance,16731
110,445,289.0,2.94,4,147329,2021,Finance,16732
110,445,272.0,3.87,3,140987,2018,Non-profit,16733
110,445,268.0,2.72,6,103588,2018,Non-profit,16734
110,445,283.0,2.73,4,117658,2022,Government,16735
110,445,276.0,2.57,9,77845,2023,Finance,16736
110,445,279.0,3.95,9,52781,2020,Non-profit,16737
110,445,,4.0,4,137163,2019,Non-profit,16738
110,445,340.0,,3,69843,2016,Technology,16739
110,445,,3.4,7,141499,2021,Government,16740
110,445,340.0,4.0,7,36723,2015,Technology,16741
110,445,303.0,2.41,9,95873,2021,Government,16742
110,445,121.0,4.3,10,144848,2023,Healthcare,16743
110,445,334.0,3.51,4,125783,2017,Technology,16744
110,445,262.0,3.28,9,77218,2017,Education,16745
110,445,291.0,3.58,8,83772,2016,Technology,16746
110,445,333.0,3.97,6,75228,2021,Technology,16747
110,445,321.0,3.37,1,66466,2022,Government,16748
110,445,265.0,2.83,5,60777,2016,Healthcare,16749
110,445,267.0,2.61,6,33184,2017,Government,16750
110,446,340.0,4.0,3,71700,2017,Healthcare,16751
110,446,287.0,3.03,6,40690,2018,Technology,16752
110,446,340.0,4.0,8,43224,2021,Technology,16753
110,446,297.0,3.71,1,30973,2021,Education,16754
110,446,291.0,3.74,1,93462,2018,Technology,16755
110,446,273.0,3.91,3,133425,2022,Non-profit,16756
110,446,329.0,4.0,6,109634,2016,Government,16757
110,446,,,8,47058,2017,Finance,16758
110,446,308.0,2.86,6,40062,2015,Non-profit,16759
110,446,327.0,3.79,2,112141,2018,Government,16760
110,446,271.0,3.61,8,46594,2021,Healthcare,16761
110,446,262.0,,9,129527,2018,Government,16762
110,446,281.0,2.49,10,92448,2018,Finance,16763
110,446,276.0,2.47,4,147109,2019,Non-profit,16764
110,446,285.0,2.63,9,73004,2018,Education,16765
110,446,305.0,3.1,6,37530,2019,Non-profit,16766
110,446,297.0,2.52,4,117906,2016,Technology,16767
110,446,268.0,3.4,1,137995,2016,Technology,16768
110,446,268.0,2.34,7,67085,2015,Finance,16769
110,446,271.0,3.43,9,67082,2015,Non-profit,16770
110,446,329.0,3.66,0,91899,2018,Healthcare,16771
110,446,269.0,2.45,0,132968,2023,Healthcare,16772
110,446,,,6,114525,2023,Finance,16773
110,446,332.0,2.37,2,130042,2020,Education,16774
110,446,264.0,2.45,3,47786,2018,Government,16775
110,446,286.0,2.72,3,135960,2015,Non-profit,16776
110,446,323.0,3.84,5,134712,2020,Education,16777
110,446,339.0,2.94,10,100974,2021,Technology,16778
110,446,311.0,3.95,3,84469,2018,Non-profit,16779
110,446,329.0,3.73,9,83399,2017,Education,16780
110,446,340.0,,0,62671,2021,Healthcare,16781
110,446,332.0,2.5,4,49428,2017,Healthcare,16782
110,446,283.0,,3,144108,2023,Non-profit,16783
110,446,303.0,3.12,8,110967,2016,Non-profit,16784
110,446,268.0,3.45,3,93599,2022,Technology,16785
110,446,271.0,2.41,3,32500,2020,Healthcare,16786
110,446,,,1,149546,2023,Finance,16787
110,446,324.0,3.16,5,103271,2021,Non-profit,16788
110,446,312.0,3.46,9,107054,2021,Finance,16789
110,446,299.0,3.86,0,82004,2018,Non-profit,16790
110,446,,2.0,6,30310,2019,Government,16791
110,446,268.0,3.28,4,94313,2015,Technology,16792
110,446,326.0,3.65,1,137581,2018,Finance,16793
111,447,280.0,2.82,7,39073,2018,Technology,16794
111,447,,3.0,3,46048,2015,Technology,16795
111,447,265.0,,9,79246,2016,Education,16796
111,447,278.0,,9,69433,2017,Education,16797
111,447,301.0,2.13,8,147794,2021,Finance,16798
111,447,320.0,3.14,5,93637,2023,Healthcare,16799
111,447,296.0,3.82,10,119753,2021,Finance,16800
111,447,317.0,2.95,1,70182,2022,Finance,16801
111,447,339.0,2.66,8,112204,2020,Non-profit,16802
111,447,266.0,2.11,3,46670,2015,Government,16803
111,447,261.0,2.23,1,86004,2020,Education,16804
111,447,286.0,3.58,8,105177,2020,Technology,16805
111,447,264.0,3.53,7,57023,2023,Healthcare,16806
111,447,294.0,3.74,4,39789,2023,Technology,16807
111,447,332.0,2.42,9,32648,2019,Healthcare,16808
111,447,272.0,3.24,8,128338,2022,Government,16809
111,447,295.0,2.34,7,96243,2015,Education,16810
111,447,,3.63,1,69101,2016,Finance,16811
111,447,302.0,2.46,10,40146,2023,Non-profit,16812
111,447,315.0,3.72,9,85327,2020,Finance,16813
111,447,283.0,2.99,4,142005,2020,Technology,16814
111,447,284.0,3.41,5,135678,2016,Finance,16815
111,447,271.0,3.26,8,78030,2018,Education,16816
111,447,289.0,2.9,1,67793,2023,Education,16817
111,447,340.0,3.19,9,62728,2017,Healthcare,16818
111,447,291.0,3.17,8,63978,2015,Healthcare,16819
111,447,311.0,3.56,2,30379,2018,Finance,16820
111,447,302.0,2.93,10,50281,2023,Healthcare,16821
111,447,318.0,2.39,1,118784,2022,Non-profit,16822
111,447,330.0,2.08,1,141689,2023,Education,16823
111,447,321.0,2.01,9,128195,2019,Non-profit,16824
111,447,311.0,2.41,4,59006,2023,Finance,16825
111,447,338.0,2.55,2,84330,2016,Non-profit,16826
111,447,283.0,3.98,10,51499,2019,Healthcare,16827
111,447,334.0,3.42,8,34688,2019,Education,16828
111,447,291.0,3.05,0,120027,2017,Finance,16829
111,447,267.0,,8,108329,2020,Non-profit,16830
111,447,290.0,3.82,7,137046,2023,Healthcare,16831
111,447,340.0,4.0,3,40637,2020,Non-profit,16832
111,447,282.0,,3,116234,2023,Education,16833
111,447,312.0,2.4,0,104835,2015,Healthcare,16834
111,447,284.0,2.95,2,56053,2021,Technology,16835
111,447,325.0,3.79,0,52834,2019,Healthcare,16836
111,447,340.0,,9,132259,2020,Finance,16837
111,447,324.0,3.15,8,98955,2022,Non-profit,16838
111,447,323.0,2.15,4,72189,2020,Finance,16839
111,447,297.0,,4,117100,2015,Non-profit,16840
111,447,270.0,2.8,3,143270,2020,Non-profit,16841
111,447,262.0,3.38,6,59815,2022,Non-profit,16842
111,448,274.0,,1,111555,2023,Government,16843
111,448,,,2,89147,2020,Finance,16844
111,448,322.0,3.46,9,103618,2021,Healthcare,16845
111,448,337.0,3.49,2,84140,2016,Non-profit,16846
111,448,327.0,2.93,0,70477,2017,Finance,16847
111,448,321.0,3.61,9,89838,2017,Healthcare,16848
111,448,292.0,3.7,8,51421,2022,Education,16849
111,448,286.0,3.13,10,145959,2022,Finance,16850
111,448,260.0,,4,132008,2023,Education,16851
111,448,285.0,2.0,3,118006,2019,Healthcare,16852
111,448,330.0,,4,129721,2015,Technology,16853
111,448,310.0,2.76,7,92125,2019,Healthcare,16854
111,448,269.0,3.12,7,133558,2015,Finance,16855
111,448,,2.11,4,57168,2022,Finance,16856
111,448,309.0,2.78,4,149248,2015,Finance,16857
111,448,270.0,3.87,1,48792,2019,Finance,16858
111,448,284.0,3.38,7,91183,2016,Healthcare,16859
111,448,272.0,3.51,2,66996,2020,Technology,16860
111,448,340.0,4.0,2,149709,2015,Government,16861
111,448,311.0,2.74,2,119021,2023,Healthcare,16862
111,448,337.0,3.67,1,119468,2015,Non-profit,16863
111,448,331.0,2.49,2,138920,2019,Finance,16864
111,448,,2.26,7,32913,2015,Finance,16865
111,448,,2.98,5,126113,2023,Government,16866
111,448,270.0,2.48,8,99345,2022,Finance,16867
111,448,284.0,3.35,8,94794,2018,Non-profit,16868
111,448,272.0,2.64,10,49346,2023,Finance,16869
111,448,245.0,4.78,5,114092,2018,Education,16870
111,449,,,7,85136,2018,Finance,16871
111,449,274.0,2.45,9,93422,2023,Education,16872
111,449,335.0,,6,132726,2020,Non-profit,16873
111,449,304.0,3.85,5,66424,2016,Government,16874
111,449,305.0,3.12,5,139367,2022,Non-profit,16875
111,449,314.0,2.02,3,119906,2019,Education,16876
111,449,,2.65,9,100212,2016,Healthcare,16877
111,449,273.0,3.99,3,112669,2022,Technology,16878
111,449,143.0,4.86,7,75626,2017,Education,16879
111,449,,2.74,6,52176,2020,Non-profit,16880
111,449,269.0,,5,75190,2019,Finance,16881
111,449,273.0,3.59,1,36850,2016,Non-profit,16882
111,449,311.0,2.3,5,73675,2016,Government,16883
111,449,262.0,3.02,1,70469,2023,Non-profit,16884
111,449,284.0,2.32,7,56981,2017,Healthcare,16885
111,449,316.0,,7,74625,2015,Healthcare,16886
111,449,288.0,3.67,5,82366,2021,Non-profit,16887
111,449,296.0,2.15,3,89942,2020,Education,16888
111,449,282.0,3.37,6,53084,2019,Healthcare,16889
111,449,287.0,2.69,2,108586,2018,Healthcare,16890
111,449,232.0,,10,102021,2022,Government,16891
111,449,333.0,3.25,3,79906,2023,Education,16892
111,449,307.0,3.0,9,65691,2023,Finance,16893
111,449,300.0,2.18,8,129957,2017,Finance,16894
111,449,273.0,3.2,7,79204,2016,Technology,16895
111,449,,4.0,6,89561,2019,Technology,16896
111,449,260.0,2.96,8,80027,2016,Non-profit,16897
111,449,275.0,3.54,0,75137,2021,Healthcare,16898
111,449,273.0,,5,95720,2017,Healthcare,16899
111,449,,3.25,3,134337,2015,Technology,16900
111,449,308.0,3.69,5,89144,2020,Technology,16901
111,449,329.0,3.65,9,87083,2016,Education,16902
111,449,317.0,3.27,8,137756,2023,Healthcare,16903
111,449,309.0,3.58,7,84400,2021,Technology,16904
111,450,,4.68,7,108368,2021,Non-profit,16905
111,450,317.0,2.26,5,145659,2018,Education,16906
111,450,337.0,2.56,5,37380,2023,Technology,16907
111,450,310.0,3.44,4,112031,2017,Non-profit,16908
111,450,300.0,3.92,6,116674,2016,Finance,16909
111,450,271.0,3.95,6,97810,2017,Finance,16910
111,450,318.0,3.03,10,40574,2021,Non-profit,16911
111,450,283.0,3.54,3,91232,2023,Government,16912
111,450,300.0,3.18,8,64464,2018,Government,16913
111,450,301.0,,10,95513,2016,Non-profit,16914
111,450,302.0,2.13,2,148657,2018,Education,16915
111,450,,4.0,5,50224,2015,Technology,16916
111,450,,2.48,1,143135,2023,Finance,16917
111,450,290.0,2.25,7,125953,2015,Non-profit,16918
111,450,325.0,2.93,6,125893,2023,Non-profit,16919
111,450,292.0,2.71,10,62476,2023,Finance,16920
111,450,298.0,3.04,4,94810,2022,Healthcare,16921
111,450,,3.49,6,57358,2023,Finance,16922
111,450,288.0,3.96,9,77676,2016,Finance,16923
111,450,331.0,2.98,0,47268,2023,Healthcare,16924
111,450,261.0,2.13,3,136832,2021,Government,16925
111,450,326.0,3.66,4,94225,2021,Non-profit,16926
111,450,337.0,2.05,5,149727,2023,Government,16927
111,450,,,0,39983,2022,Government,16928
111,450,,2.38,5,97663,2016,Government,16929
111,450,310.0,2.54,5,46797,2021,Government,16930
111,450,292.0,3.42,10,91256,2015,Technology,16931
111,450,302.0,2.21,10,133366,2019,Healthcare,16932
111,450,267.0,3.23,10,131686,2018,Technology,16933
111,450,156.0,4.82,9,147292,2017,Finance,16934
111,450,269.0,2.16,8,82995,2017,Technology,16935
111,450,327.0,3.69,7,57040,2021,Healthcare,16936
111,450,333.0,3.39,10,100950,2017,Non-profit,16937
111,450,253.0,4.91,5,145195,2016,Technology,16938
111,450,319.0,2.26,5,113989,2022,Technology,16939
111,450,261.0,3.8,5,140318,2022,Government,16940
111,450,302.0,3.57,5,107770,2019,Non-profit,16941
111,450,335.0,2.69,1,133269,2019,Education,16942
111,450,254.0,4.28,3,50390,2016,Education,16943
111,450,261.0,2.37,5,66024,2016,Non-profit,16944
111,450,292.0,3.14,7,147664,2020,Government,16945
111,450,260.0,3.89,7,89997,2020,Non-profit,16946
111,450,285.0,3.46,1,146461,2018,Government,16947
111,450,294.0,3.31,4,51951,2021,Non-profit,16948
111,450,268.0,3.08,8,45400,2020,Non-profit,16949
111,450,271.0,2.15,0,112321,2019,Technology,16950
111,450,312.0,2.08,4,50809,2021,Technology,16951
111,450,335.0,2.19,10,105506,2022,Healthcare,16952
111,450,315.0,3.93,5,141739,2020,Technology,16953
111,450,155.0,,2,64104,2015,Healthcare,16954
111,451,,3.3,3,54675,2017,Education,16955
111,451,317.0,3.99,8,54239,2020,Education,16956
111,451,305.0,3.99,7,122969,2021,Non-profit,16957
111,451,272.0,3.09,0,90373,2021,Non-profit,16958
111,451,270.0,,0,118517,2015,Finance,16959
111,451,289.0,3.75,3,127860,2020,Healthcare,16960
111,451,281.0,3.71,9,87627,2019,Healthcare,16961
111,451,320.0,3.24,3,135658,2019,Education,16962
111,451,304.0,2.28,1,117274,2019,Education,16963
111,451,282.0,3.97,10,80997,2017,Finance,16964
111,451,269.0,2.18,10,73947,2017,Finance,16965
111,451,271.0,3.89,6,111057,2017,Non-profit,16966
111,451,305.0,2.48,10,61651,2015,Government,16967
111,451,301.0,2.37,6,149850,2018,Government,16968
111,451,323.0,2.34,1,145012,2019,Healthcare,16969
111,451,312.0,2.87,4,92658,2017,Healthcare,16970
111,451,,2.97,4,112709,2021,Education,16971
111,451,314.0,3.73,9,103822,2015,Finance,16972
111,451,339.0,2.98,10,50387,2015,Government,16973
111,451,270.0,2.37,9,31067,2017,Government,16974
111,451,,2.1,1,79132,2015,Non-profit,16975
111,451,279.0,3.23,10,74185,2016,Non-profit,16976
111,451,269.0,2.56,9,126210,2021,Government,16977
111,451,265.0,3.73,0,110729,2016,Technology,16978
111,451,292.0,3.45,0,60682,2015,Education,16979
111,451,310.0,2.47,4,48531,2018,Education,16980
111,451,285.0,2.11,0,148178,2015,Education,16981
111,451,304.0,2.27,9,31930,2018,Healthcare,16982
111,451,268.0,2.84,8,132047,2023,Finance,16983
111,451,300.0,2.33,6,33778,2015,Education,16984
111,451,282.0,3.86,3,140728,2023,Non-profit,16985
111,451,337.0,3.89,3,78908,2015,Government,16986
111,451,260.0,3.51,9,114913,2017,Technology,16987
111,451,174.0,4.31,6,129341,2016,Finance,16988
111,451,309.0,3.83,0,31861,2015,Finance,16989
111,451,340.0,4.0,2,72012,2020,Government,16990
112,452,322.0,3.58,6,148854,2019,Government,16991
112,452,315.0,2.44,5,44969,2015,Finance,16992
112,452,332.0,2.58,10,132013,2015,Non-profit,16993
112,452,269.0,2.39,2,53274,2021,Education,16994
112,452,,,7,51669,2022,Non-profit,16995
112,452,263.0,3.38,6,70351,2021,Healthcare,16996
112,452,276.0,2.86,5,117091,2018,Government,16997
112,452,318.0,2.32,5,36690,2021,Technology,16998
112,452,305.0,2.43,9,123733,2015,Finance,16999
112,452,288.0,2.79,4,36923,2017,Finance,17000
112,452,326.0,3.46,8,64853,2015,Non-profit,17001
112,452,,3.6,4,112003,2023,Non-profit,17002
112,452,321.0,3.49,0,30879,2016,Healthcare,17003
112,452,,2.37,10,80987,2016,Government,17004
112,452,340.0,4.0,10,114913,2016,Technology,17005
112,452,284.0,,3,30876,2020,Education,17006
112,452,235.0,4.42,4,132181,2022,Finance,17007
112,452,157.0,4.53,10,121183,2016,Healthcare,17008
112,452,317.0,2.06,3,112585,2017,Finance,17009
112,452,340.0,4.0,2,108666,2017,Technology,17010
112,452,,2.17,10,140393,2021,Technology,17011
112,452,312.0,2.24,1,100704,2018,Finance,17012
112,452,280.0,3.04,9,88880,2018,Education,17013
112,452,340.0,3.84,3,49293,2016,Government,17014
112,452,340.0,4.0,3,84630,2017,Non-profit,17015
112,452,122.0,4.28,0,46036,2019,Education,17016
112,452,323.0,2.7,7,127608,2017,Non-profit,17017
112,452,,3.7,6,133103,2017,Non-profit,17018
112,452,335.0,3.32,7,90752,2020,Education,17019
112,452,277.0,3.95,1,40495,2022,Finance,17020
112,452,338.0,2.95,7,148163,2021,Education,17021
112,452,298.0,2.43,3,53583,2022,Finance,17022
112,452,307.0,2.68,1,66486,2018,Education,17023
112,452,270.0,3.69,10,71254,2015,Technology,17024
112,452,291.0,2.45,6,36562,2016,Healthcare,17025
112,452,311.0,3.33,8,38125,2016,Government,17026
112,452,269.0,,7,130214,2021,Healthcare,17027
112,452,321.0,2.7,7,104585,2020,Healthcare,17028
112,452,268.0,2.35,6,121437,2018,Education,17029
112,452,274.0,3.87,0,78882,2019,Finance,17030
112,452,280.0,2.7,0,104385,2016,Education,17031
112,452,330.0,,5,135486,2022,Education,17032
112,452,305.0,2.94,6,130630,2017,Education,17033
112,453,307.0,3.92,6,40907,2019,Technology,17034
112,453,283.0,2.1,1,94927,2017,Finance,17035
112,453,290.0,2.99,4,105265,2022,Healthcare,17036
112,453,264.0,2.54,6,137447,2022,Non-profit,17037
112,453,,2.07,2,49593,2018,Government,17038
112,453,281.0,2.19,2,124192,2023,Education,17039
