program_id,university_id,student_gre,student_toefl,student_gpa,student_work_experience,admission_result,admission_year,record_id
334,83,272.0,111.0,3.11,1.0,Admitted,2022,12466
334,83,334.0,,3.07,35.0,Admitted,2020,12467
334,83,265.0,105.0,3.93,11.0,Admitted,2019,12468
334,83,266.0,116.0,,43.0,Admitted,2018,12469
334,83,266.0,120.0,3.07,,Admitted,2022,12470
334,83,323.0,110.0,3.08,58.0,Admitted,2021,12471
334,83,325.0,112.0,2.9,,Rejected,2023,12472
334,83,,83.0,2.74,59.0,Admitted,2020,12473
334,83,293.0,106.0,3.48,12.0,Admitted,2021,12474
334,83,297.0,66.0,2.14,2.0,Admitted,2023,12475
334,83,340.0,120.0,4.0,95.0,Rejected,2019,12476
334,83,306.0,114.0,,30.0,Rejected,2023,12477
334,83,203.0,142.0,4.96,-5.0,Rejected,2019,12478
334,83,301.0,94.0,3.87,22.0,Rejected,2021,12479
334,83,340.0,91.0,3.78,24.0,Rejected,2019,12480
334,83,266.0,75.0,,43.0,Rejected,2018,12481
334,83,340.0,120.0,4.0,107.0,Admitted,2023,12482
334,83,268.0,116.0,3.88,41.0,Rejected,2020,12483
334,83,272.0,95.0,2.59,,Admitted,2021,12484
334,83,190.0,144.0,4.47,-11.0,Rejected,2022,12485
335,83,118.0,142.0,4.65,-12.0,Admitted,2020,12486
335,83,340.0,120.0,4.0,92.0,Admitted,2018,12487
335,83,264.0,100.0,3.47,25.0,Rejected,2018,12488
335,83,312.0,,2.16,,Rejected,2023,12489
335,83,324.0,119.0,2.88,60.0,Rejected,2021,12490
335,83,297.0,63.0,3.39,22.0,Rejected,2022,12491
335,83,321.0,91.0,3.57,30.0,Rejected,2019,12492
335,83,338.0,105.0,2.94,51.0,Admitted,2020,12493
335,83,293.0,114.0,3.01,6.0,Rejected,2018,12494
335,83,310.0,106.0,2.62,14.0,Rejected,2018,12495
335,83,311.0,,3.23,18.0,Admitted,2018,12496
335,83,268.0,65.0,3.56,,Rejected,2019,12497
335,83,332.0,101.0,3.87,23.0,Admitted,2022,12498
335,83,269.0,95.0,,20.0,Admitted,2021,12499
335,83,283.0,,3.17,37.0,Rejected,2018,12500
335,83,291.0,98.0,3.1,37.0,Rejected,2021,12501
335,83,336.0,110.0,2.0,55.0,Rejected,2019,12502
335,83,317.0,75.0,3.91,15.0,Rejected,2019,12503
335,83,292.0,95.0,2.44,,Admitted,2023,12504
335,83,292.0,113.0,,24.0,Rejected,2019,12505
335,83,300.0,64.0,3.54,49.0,Admitted,2018,12506
335,83,279.0,75.0,2.46,45.0,Admitted,2018,12507
335,83,306.0,104.0,3.1,15.0,Rejected,2022,12508
335,83,145.0,127.0,4.16,-6.0,Rejected,2018,12509
335,83,272.0,79.0,3.42,10.0,Admitted,2021,12510
335,83,311.0,82.0,2.15,54.0,Rejected,2018,12511
335,83,340.0,120.0,4.0,87.0,Rejected,2022,12512
335,83,340.0,120.0,4.0,,Admitted,2019,12513
335,83,275.0,70.0,3.51,7.0,Admitted,2023,12514
335,83,333.0,120.0,3.16,28.0,Rejected,2021,12515
335,83,262.0,74.0,2.27,53.0,Rejected,2019,12516
335,83,,136.0,4.92,-8.0,Rejected,2022,12517
335,83,334.0,89.0,3.72,14.0,Admitted,2023,12518
335,83,330.0,112.0,2.6,,Admitted,2020,12519
335,83,328.0,67.0,3.58,20.0,Admitted,2018,12520
335,83,284.0,119.0,,57.0,Admitted,2023,12521
335,83,335.0,86.0,3.41,35.0,Rejected,2019,12522
335,83,309.0,86.0,3.67,43.0,Admitted,2023,12523
336,83,313.0,95.0,2.59,29.0,Admitted,2023,12524
336,83,321.0,110.0,2.13,29.0,Rejected,2020,12525
336,83,305.0,79.0,3.19,21.0,Admitted,2023,12526
336,83,,92.0,,14.0,Admitted,2022,12527
336,83,168.0,138.0,4.46,-9.0,Rejected,2018,12528
336,83,290.0,63.0,3.58,30.0,Admitted,2018,12529
336,83,332.0,102.0,2.8,49.0,Admitted,2019,12530
336,83,,64.0,2.38,35.0,Admitted,2020,12531
336,83,326.0,,3.92,,Rejected,2018,12532
336,83,321.0,110.0,2.05,38.0,Admitted,2022,12533
336,83,313.0,91.0,2.73,30.0,Rejected,2023,12534
336,83,283.0,118.0,2.42,57.0,Rejected,2019,12535
336,83,291.0,71.0,2.91,3.0,Admitted,2021,12536
336,83,305.0,115.0,3.36,21.0,Admitted,2019,12537
336,83,316.0,100.0,2.02,60.0,Admitted,2018,12538
336,83,319.0,93.0,2.29,5.0,Admitted,2018,12539
336,83,325.0,78.0,2.33,17.0,Admitted,2018,12540
336,83,340.0,120.0,4.0,98.0,Admitted,2020,12541
336,83,306.0,85.0,3.36,52.0,Admitted,2019,12542
336,83,270.0,,3.85,9.0,Rejected,2021,12543
336,83,261.0,78.0,3.39,46.0,Admitted,2022,12544
336,83,280.0,82.0,3.98,14.0,Admitted,2018,12545
336,83,314.0,,2.96,57.0,Rejected,2022,12546
336,83,262.0,82.0,2.25,16.0,Rejected,2021,12547
336,83,329.0,104.0,,,Rejected,2019,12548
336,83,194.0,,4.79,,Admitted,2019,12549
336,83,326.0,109.0,2.6,58.0,Rejected,2020,12550
336,83,276.0,87.0,2.01,44.0,Admitted,2023,12551
336,83,336.0,,3.45,26.0,Admitted,2018,12552
336,83,294.0,118.0,2.11,13.0,Rejected,2018,12553
336,83,267.0,80.0,2.47,,Rejected,2022,12554
336,83,296.0,93.0,2.14,26.0,Rejected,2018,12555
336,83,,82.0,2.27,32.0,Rejected,2020,12556
336,83,270.0,112.0,3.84,33.0,Rejected,2019,12557
336,83,,118.0,4.0,14.0,Rejected,2020,12558
336,83,332.0,80.0,2.83,53.0,Admitted,2022,12559
336,83,275.0,83.0,2.08,36.0,Rejected,2021,12560
336,83,310.0,69.0,3.63,38.0,Admitted,2020,12561
336,83,,79.0,2.6,57.0,Admitted,2019,12562
336,83,321.0,62.0,3.47,47.0,Rejected,2018,12563
336,83,317.0,104.0,3.99,29.0,Admitted,2018,12564
336,83,267.0,61.0,3.98,17.0,Rejected,2018,12565
336,83,310.0,65.0,2.09,16.0,Rejected,2019,12566
336,83,340.0,102.0,3.91,38.0,Admitted,2020,12567
336,83,265.0,90.0,2.71,4.0,Admitted,2020,12568
336,83,282.0,94.0,2.25,29.0,Rejected,2021,12569
336,83,267.0,,3.05,30.0,Admitted,2022,12570
336,83,324.0,78.0,2.54,42.0,Rejected,2020,12571
336,83,278.0,113.0,,,Rejected,2021,12572
336,83,318.0,99.0,3.45,58.0,Rejected,2022,12573
337,83,,135.0,4.39,-7.0,Admitted,2023,12574
337,83,268.0,94.0,2.31,48.0,Rejected,2021,12575
337,83,,120.0,,23.0,Admitted,2021,12576
337,83,268.0,83.0,3.01,1.0,Rejected,2019,12577
337,83,304.0,107.0,2.45,44.0,Rejected,2018,12578
337,83,311.0,114.0,3.81,5.0,Rejected,2021,12579
337,83,312.0,98.0,3.59,21.0,Rejected,2022,12580
337,83,275.0,76.0,3.55,45.0,Admitted,2020,12581
337,83,320.0,60.0,3.65,53.0,Admitted,2023,12582
337,83,216.0,140.0,4.76,-11.0,Admitted,2022,12583
337,83,,102.0,2.5,31.0,Rejected,2019,12584
337,83,,81.0,,,Rejected,2023,12585
337,83,,104.0,3.28,32.0,Rejected,2018,12586
337,83,263.0,101.0,3.84,37.0,Admitted,2021,12587
337,83,326.0,97.0,2.29,11.0,Rejected,2020,12588
337,83,268.0,94.0,2.72,,Rejected,2018,12589
337,83,280.0,65.0,2.49,18.0,Rejected,2021,12590
337,83,,69.0,3.17,17.0,Admitted,2021,12591
337,83,303.0,105.0,3.4,,Rejected,2022,12592
337,83,328.0,111.0,3.29,56.0,Admitted,2020,12593
337,83,334.0,79.0,2.92,30.0,Admitted,2020,12594
337,83,303.0,87.0,2.82,55.0,Admitted,2022,12595
337,83,275.0,119.0,3.53,57.0,Admitted,2023,12596
337,83,329.0,93.0,2.69,12.0,Rejected,2021,12597
337,83,285.0,107.0,2.82,54.0,Rejected,2022,12598
337,83,220.0,131.0,4.12,-12.0,Rejected,2018,12599
337,83,316.0,,3.86,58.0,Rejected,2018,12600
337,83,297.0,78.0,2.65,44.0,Admitted,2020,12601
337,83,266.0,86.0,3.13,17.0,Admitted,2021,12602
337,83,168.0,140.0,4.42,-7.0,Admitted,2020,12603
337,83,,66.0,,32.0,Rejected,2021,12604
337,83,294.0,65.0,2.34,35.0,Admitted,2019,12605
337,83,,61.0,3.06,39.0,Rejected,2020,12606
337,83,264.0,60.0,,0.0,Admitted,2019,12607
337,83,290.0,,2.43,39.0,Admitted,2018,12608
337,83,292.0,90.0,2.99,57.0,Admitted,2023,12609
337,83,,72.0,3.29,19.0,Admitted,2022,12610
337,83,337.0,84.0,2.69,,Admitted,2019,12611
337,83,290.0,95.0,2.99,56.0,Rejected,2022,12612
337,83,,90.0,2.82,12.0,Admitted,2020,12613
337,83,302.0,95.0,3.29,52.0,Rejected,2020,12614
337,83,,117.0,3.01,22.0,Admitted,2023,12615
337,83,275.0,,3.0,4.0,Rejected,2023,12616
337,83,322.0,95.0,3.39,49.0,Admitted,2021,12617
337,83,338.0,94.0,2.01,25.0,Admitted,2022,12618
337,83,290.0,64.0,2.7,41.0,Admitted,2023,12619
337,83,267.0,,2.34,27.0,Rejected,2022,12620
337,83,275.0,96.0,3.91,35.0,Admitted,2023,12621
338,83,340.0,120.0,4.0,87.0,Rejected,2018,12622
338,83,326.0,88.0,2.68,39.0,Rejected,2020,12623
338,83,291.0,89.0,2.3,6.0,Admitted,2023,12624
338,83,275.0,,2.56,14.0,Rejected,2018,12625
338,83,292.0,61.0,3.97,59.0,Admitted,2022,12626
338,83,294.0,62.0,2.06,,Rejected,2021,12627
338,83,292.0,68.0,2.17,8.0,Rejected,2021,12628
338,83,,106.0,3.22,12.0,Rejected,2020,12629
338,83,302.0,68.0,,29.0,Rejected,2023,12630
338,83,300.0,94.0,3.92,39.0,Rejected,2018,12631
338,83,264.0,75.0,2.51,23.0,Admitted,2019,12632
338,83,334.0,65.0,,,Rejected,2019,12633
338,83,291.0,101.0,3.89,37.0,Rejected,2020,12634
338,83,323.0,78.0,3.4,,Rejected,2022,12635
338,83,323.0,119.0,3.81,41.0,Admitted,2019,12636
338,83,317.0,68.0,2.59,16.0,Rejected,2020,12637
338,83,299.0,74.0,2.69,40.0,Admitted,2020,12638
338,83,265.0,85.0,3.43,39.0,Rejected,2022,12639
338,83,318.0,76.0,2.44,19.0,Admitted,2019,12640
338,83,273.0,86.0,2.91,15.0,Rejected,2018,12641
338,83,294.0,63.0,2.62,32.0,Admitted,2018,12642
338,83,,120.0,4.0,81.0,Admitted,2021,12643
338,83,340.0,,2.34,11.0,Rejected,2021,12644
338,83,295.0,67.0,2.98,16.0,Rejected,2019,12645
338,83,275.0,94.0,3.22,25.0,Admitted,2020,12646
338,83,,74.0,3.09,1.0,Rejected,2023,12647
338,83,,87.0,2.96,31.0,Rejected,2019,12648
339,84,248.0,125.0,4.97,-7.0,Rejected,2023,12649
339,84,,81.0,3.81,,Admitted,2021,12650
339,84,315.0,82.0,3.97,,Rejected,2023,12651
339,84,283.0,69.0,2.26,53.0,Admitted,2022,12652
339,84,307.0,86.0,2.54,,Admitted,2023,12653
339,84,269.0,,2.99,43.0,Rejected,2019,12654
339,84,340.0,120.0,4.0,76.0,Admitted,2023,12655
339,84,340.0,120.0,4.0,79.0,Admitted,2019,12656
339,84,340.0,120.0,4.0,,Rejected,2019,12657
339,84,260.0,100.0,2.11,40.0,Admitted,2023,12658
339,84,273.0,120.0,3.27,,Admitted,2021,12659
339,84,273.0,91.0,3.35,0.0,Admitted,2022,12660
339,84,265.0,89.0,3.49,24.0,Admitted,2021,12661
339,84,,65.0,,18.0,Admitted,2018,12662
339,84,289.0,,2.9,17.0,Rejected,2021,12663
339,84,335.0,101.0,,58.0,Admitted,2018,12664
339,84,,,2.94,55.0,Rejected,2018,12665
339,84,340.0,120.0,4.0,,Admitted,2020,12666
339,84,332.0,98.0,,55.0,Admitted,2021,12667
339,84,329.0,75.0,2.45,51.0,Admitted,2023,12668
339,84,335.0,116.0,3.32,28.0,Admitted,2018,12669
339,84,328.0,119.0,2.25,8.0,Rejected,2018,12670
339,84,329.0,73.0,3.86,9.0,Admitted,2023,12671
339,84,267.0,,3.76,17.0,Rejected,2020,12672
339,84,331.0,76.0,3.64,15.0,Admitted,2023,12673
339,84,340.0,120.0,4.0,93.0,Admitted,2018,12674
339,84,330.0,78.0,,15.0,Rejected,2022,12675
339,84,,147.0,4.41,-8.0,Admitted,2018,12676
339,84,288.0,72.0,3.05,24.0,Admitted,2020,12677
339,84,266.0,78.0,3.71,6.0,Admitted,2019,12678
339,84,,,3.73,27.0,Rejected,2021,12679
339,84,273.0,98.0,2.56,52.0,Admitted,2020,12680
339,84,293.0,73.0,3.69,15.0,Admitted,2023,12681
339,84,260.0,117.0,3.31,20.0,Rejected,2022,12682
339,84,298.0,85.0,2.32,,Admitted,2020,12683
339,84,280.0,91.0,,59.0,Admitted,2018,12684
339,84,160.0,141.0,4.38,,Rejected,2020,12685
339,84,323.0,74.0,2.42,5.0,Admitted,2018,12686
339,84,321.0,63.0,3.29,0.0,Admitted,2022,12687
340,84,272.0,72.0,2.83,20.0,Admitted,2018,12688
340,84,227.0,132.0,4.77,-4.0,Rejected,2021,12689
340,84,307.0,72.0,3.82,15.0,Admitted,2023,12690
340,84,340.0,120.0,4.0,114.0,Admitted,2019,12691
340,84,314.0,82.0,2.13,,Rejected,2021,12692
340,84,340.0,120.0,4.0,83.0,Rejected,2022,12693
340,84,340.0,120.0,4.0,93.0,Rejected,2023,12694
340,84,316.0,106.0,,,Admitted,2021,12695
340,84,312.0,89.0,3.35,27.0,Admitted,2018,12696
340,84,,106.0,,38.0,Admitted,2023,12697
340,84,283.0,,2.69,19.0,Admitted,2023,12698
340,84,270.0,71.0,2.4,36.0,Admitted,2021,12699
340,84,,80.0,2.11,57.0,Admitted,2022,12700
340,84,266.0,62.0,3.51,4.0,Rejected,2018,12701
340,84,314.0,95.0,3.43,20.0,Rejected,2019,12702
340,84,318.0,118.0,2.43,55.0,Rejected,2022,12703
340,84,270.0,76.0,,,Rejected,2021,12704
340,84,276.0,108.0,,35.0,Admitted,2022,12705
340,84,283.0,92.0,3.85,21.0,Rejected,2018,12706
340,84,340.0,120.0,4.0,83.0,Rejected,2023,12707
340,84,283.0,115.0,3.02,50.0,Rejected,2023,12708
340,84,294.0,85.0,3.88,51.0,Rejected,2020,12709
340,84,320.0,81.0,2.52,48.0,Rejected,2020,12710
340,84,169.0,,4.95,-9.0,Admitted,2018,12711
340,84,324.0,81.0,2.13,0.0,Admitted,2022,12712
340,84,273.0,95.0,,4.0,Rejected,2022,12713
340,84,326.0,92.0,2.59,19.0,Admitted,2019,12714
340,84,333.0,92.0,3.12,48.0,Admitted,2023,12715
340,84,332.0,,3.25,25.0,Admitted,2018,12716
340,84,338.0,106.0,2.12,9.0,Admitted,2022,12717
340,84,318.0,,3.25,13.0,Rejected,2022,12718
340,84,316.0,84.0,2.81,,Rejected,2021,12719
340,84,294.0,72.0,2.01,36.0,Admitted,2020,12720
340,84,290.0,106.0,3.57,,Admitted,2019,12721
340,84,308.0,68.0,2.54,15.0,Admitted,2022,12722
340,84,290.0,60.0,3.56,,Rejected,2018,12723
340,84,340.0,120.0,4.0,118.0,Admitted,2023,12724
341,84,340.0,120.0,4.0,111.0,Rejected,2022,12725
341,84,269.0,90.0,3.41,5.0,Rejected,2018,12726
341,84,285.0,98.0,3.76,59.0,Rejected,2021,12727
341,84,279.0,64.0,2.32,34.0,Rejected,2023,12728
341,84,311.0,104.0,2.87,27.0,Rejected,2021,12729
341,84,308.0,83.0,2.95,21.0,Rejected,2022,12730
341,84,337.0,88.0,3.5,26.0,Admitted,2019,12731
341,84,313.0,91.0,2.42,9.0,Rejected,2023,12732
341,84,296.0,,3.17,56.0,Admitted,2018,12733
341,84,271.0,117.0,2.76,44.0,Admitted,2018,12734
341,84,294.0,96.0,2.01,53.0,Rejected,2019,12735
341,84,325.0,,2.76,2.0,Admitted,2022,12736
341,84,270.0,,2.21,28.0,Admitted,2022,12737
341,84,286.0,96.0,3.19,21.0,Rejected,2023,12738
341,84,339.0,103.0,2.27,31.0,Rejected,2021,12739
341,84,294.0,65.0,2.98,31.0,Admitted,2020,12740
341,84,328.0,107.0,,56.0,Admitted,2023,12741
341,84,297.0,,3.87,55.0,Rejected,2022,12742
341,84,291.0,74.0,3.84,54.0,Admitted,2022,12743
341,84,279.0,74.0,2.81,57.0,Rejected,2021,12744
341,84,301.0,79.0,3.46,7.0,Admitted,2023,12745
341,84,292.0,107.0,2.8,52.0,Rejected,2023,12746
341,84,267.0,117.0,3.73,54.0,Admitted,2021,12747
341,84,294.0,75.0,2.26,0.0,Rejected,2021,12748
341,84,277.0,102.0,3.92,41.0,Rejected,2019,12749
341,84,260.0,84.0,2.42,56.0,Rejected,2023,12750
341,84,142.0,135.0,4.8,-3.0,Rejected,2023,12751
341,84,,104.0,2.59,29.0,Rejected,2018,12752
341,84,330.0,102.0,3.29,44.0,Rejected,2019,12753
341,84,340.0,120.0,4.0,73.0,Admitted,2022,12754
341,84,,106.0,3.86,14.0,Admitted,2018,12755
341,84,282.0,,,0.0,Admitted,2023,12756
341,84,312.0,119.0,2.72,25.0,Admitted,2022,12757
341,84,323.0,90.0,3.81,12.0,Rejected,2021,12758
342,85,263.0,,2.39,13.0,Admitted,2019,12759
342,85,264.0,,2.28,15.0,Rejected,2021,12760
342,85,307.0,70.0,3.37,12.0,Admitted,2018,12761
342,85,337.0,107.0,2.94,43.0,Rejected,2019,12762
342,85,,,3.98,30.0,Admitted,2022,12763
342,85,267.0,85.0,3.24,22.0,Rejected,2022,12764
342,85,286.0,,2.43,1.0,Admitted,2020,12765
342,85,279.0,87.0,2.82,5.0,Rejected,2021,12766
342,85,310.0,106.0,2.62,14.0,Admitted,2018,12767
342,85,305.0,120.0,,50.0,Admitted,2019,12768
342,85,314.0,64.0,,31.0,Rejected,2020,12769
342,85,306.0,85.0,3.84,17.0,Rejected,2019,12770
342,85,287.0,68.0,3.81,6.0,Admitted,2020,12771
342,85,,81.0,2.89,12.0,Rejected,2022,12772
342,85,273.0,,3.16,9.0,Admitted,2018,12773
342,85,312.0,67.0,2.94,12.0,Admitted,2023,12774
342,85,305.0,87.0,3.9,8.0,Rejected,2019,12775
342,85,263.0,112.0,3.29,11.0,Admitted,2018,12776
342,85,284.0,103.0,,29.0,Rejected,2020,12777
342,85,288.0,62.0,,11.0,Admitted,2019,12778
342,85,340.0,120.0,4.0,108.0,Admitted,2019,12779
342,85,268.0,116.0,2.68,46.0,Rejected,2021,12780
342,85,322.0,111.0,2.86,49.0,Admitted,2022,12781
342,85,317.0,66.0,3.43,36.0,Admitted,2019,12782
342,85,337.0,118.0,2.05,18.0,Admitted,2018,12783
342,85,290.0,64.0,2.31,29.0,Admitted,2020,12784
342,85,291.0,69.0,3.66,45.0,Admitted,2018,12785
342,85,197.0,126.0,4.26,-1.0,Admitted,2022,12786
342,85,152.0,,4.28,-11.0,Rejected,2021,12787
342,85,273.0,68.0,3.59,20.0,Admitted,2020,12788
342,85,314.0,118.0,3.72,24.0,Rejected,2022,12789
342,85,303.0,103.0,2.85,11.0,Admitted,2021,12790
342,85,289.0,64.0,2.23,44.0,Admitted,2018,12791
342,85,274.0,68.0,2.11,41.0,Admitted,2023,12792
342,85,294.0,92.0,2.93,36.0,Admitted,2020,12793
342,85,327.0,113.0,2.53,30.0,Rejected,2019,12794
342,85,160.0,129.0,4.43,-9.0,Rejected,2022,12795
342,85,321.0,68.0,3.86,4.0,Rejected,2019,12796
342,85,336.0,72.0,,37.0,Admitted,2021,12797
342,85,318.0,80.0,3.37,,Admitted,2019,12798
342,85,,120.0,4.0,104.0,Rejected,2021,12799
342,85,270.0,107.0,3.01,8.0,Admitted,2020,12800
343,85,294.0,64.0,2.97,32.0,Admitted,2020,12801
343,85,,110.0,2.1,53.0,Rejected,2020,12802
343,85,322.0,61.0,3.36,38.0,Admitted,2023,12803
343,85,297.0,91.0,3.02,30.0,Admitted,2018,12804
343,85,316.0,74.0,2.89,36.0,Rejected,2020,12805
343,85,267.0,,3.16,9.0,Rejected,2018,12806
343,85,,120.0,3.22,32.0,Admitted,2018,12807
343,85,266.0,65.0,,38.0,Rejected,2021,12808
343,85,295.0,87.0,3.33,,Admitted,2021,12809
343,85,321.0,69.0,2.69,48.0,Rejected,2022,12810
343,85,337.0,71.0,3.7,10.0,Admitted,2021,12811
343,85,,84.0,3.73,59.0,Rejected,2018,12812
343,85,264.0,81.0,,51.0,Admitted,2019,12813
343,85,264.0,91.0,3.3,56.0,Admitted,2018,12814
343,85,285.0,60.0,2.08,37.0,Admitted,2020,12815
343,85,261.0,103.0,3.34,43.0,Admitted,2019,12816
343,85,,120.0,4.0,87.0,Admitted,2018,12817
343,85,329.0,62.0,2.93,,Rejected,2021,12818
343,85,271.0,,2.2,48.0,Rejected,2020,12819
343,85,327.0,61.0,3.78,39.0,Admitted,2022,12820
343,85,261.0,102.0,,58.0,Admitted,2023,12821
343,85,297.0,67.0,3.71,57.0,Admitted,2023,12822
343,85,296.0,109.0,2.1,19.0,Admitted,2018,12823
343,85,308.0,107.0,,12.0,Rejected,2023,12824
343,85,322.0,113.0,3.72,48.0,Admitted,2020,12825
343,85,,62.0,2.39,27.0,Rejected,2020,12826
343,85,265.0,62.0,,,Admitted,2020,12827
343,85,336.0,104.0,2.58,0.0,Rejected,2022,12828
343,85,265.0,70.0,2.18,40.0,Admitted,2018,12829
343,85,285.0,70.0,3.54,31.0,Rejected,2020,12830
343,85,241.0,138.0,4.12,-4.0,Admitted,2021,12831
343,85,276.0,,3.78,38.0,Rejected,2023,12832
343,85,301.0,104.0,3.7,47.0,Admitted,2023,12833
343,85,262.0,85.0,2.48,23.0,Rejected,2022,12834
343,85,283.0,66.0,2.08,37.0,Admitted,2019,12835
343,85,296.0,109.0,2.99,55.0,Admitted,2021,12836
344,85,284.0,72.0,2.57,0.0,Admitted,2018,12837
344,85,299.0,104.0,2.52,23.0,Rejected,2020,12838
344,85,331.0,66.0,3.08,30.0,Rejected,2020,12839
344,85,268.0,62.0,3.66,25.0,Rejected,2021,12840
344,85,336.0,84.0,2.29,57.0,Rejected,2022,12841
344,85,281.0,117.0,3.79,48.0,Rejected,2020,12842
344,85,264.0,95.0,3.12,,Admitted,2022,12843
344,85,242.0,128.0,4.63,-5.0,Admitted,2023,12844
344,85,260.0,,2.19,34.0,Rejected,2023,12845
344,85,293.0,106.0,,10.0,Rejected,2022,12846
344,85,177.0,124.0,,-4.0,Rejected,2019,12847
344,85,335.0,83.0,2.19,27.0,Rejected,2020,12848
344,85,285.0,105.0,2.39,18.0,Rejected,2023,12849
344,85,288.0,103.0,3.44,40.0,Admitted,2023,12850
344,85,331.0,71.0,2.06,7.0,Rejected,2020,12851
344,85,297.0,79.0,,,Admitted,2020,12852
344,85,315.0,75.0,2.93,26.0,Rejected,2022,12853
344,85,307.0,75.0,2.43,6.0,Rejected,2020,12854
344,85,301.0,90.0,2.03,20.0,Admitted,2019,12855
344,85,,96.0,3.26,27.0,Rejected,2023,12856
344,85,272.0,117.0,3.61,34.0,Rejected,2018,12857
344,85,,103.0,3.41,58.0,Admitted,2019,12858
344,85,340.0,120.0,4.0,114.0,Rejected,2021,12859
344,85,263.0,81.0,2.74,58.0,Rejected,2018,12860
344,85,288.0,105.0,3.0,4.0,Admitted,2021,12861
344,85,161.0,134.0,,-7.0,Admitted,2023,12862
344,85,329.0,111.0,2.46,40.0,Admitted,2023,12863
344,85,264.0,118.0,3.86,58.0,Rejected,2023,12864
344,85,197.0,144.0,4.26,-1.0,Admitted,2018,12865
344,85,318.0,95.0,3.93,0.0,Rejected,2022,12866
344,85,261.0,84.0,3.03,10.0,Rejected,2023,12867
344,85,288.0,113.0,3.06,34.0,Rejected,2022,12868
344,85,104.0,127.0,4.71,-7.0,Rejected,2019,12869
344,85,279.0,,2.75,12.0,Rejected,2022,12870
344,85,277.0,95.0,,15.0,Admitted,2018,12871
345,85,266.0,86.0,3.29,56.0,Rejected,2021,12872
345,85,319.0,115.0,3.24,41.0,Admitted,2020,12873
345,85,326.0,77.0,3.69,41.0,Rejected,2021,12874
345,85,321.0,,3.14,18.0,Admitted,2021,12875
345,85,,62.0,3.54,59.0,Admitted,2021,12876
345,85,314.0,62.0,,60.0,Rejected,2023,12877
345,85,265.0,117.0,3.29,,Admitted,2023,12878
345,85,289.0,61.0,3.65,59.0,Rejected,2021,12879
345,85,317.0,62.0,3.56,50.0,Rejected,2022,12880
345,85,,149.0,4.94,-11.0,Admitted,2018,12881
345,85,338.0,118.0,3.53,10.0,Admitted,2018,12882
345,85,331.0,92.0,3.52,37.0,Rejected,2023,12883
345,85,,94.0,2.58,13.0,Rejected,2022,12884
345,85,331.0,101.0,3.22,,Admitted,2019,12885
345,85,260.0,61.0,2.4,47.0,Rejected,2019,12886
345,85,316.0,60.0,2.75,,Rejected,2023,12887
345,85,274.0,70.0,2.06,29.0,Admitted,2022,12888
345,85,279.0,103.0,3.03,20.0,Rejected,2023,12889
345,85,287.0,98.0,2.05,48.0,Admitted,2019,12890
345,85,,62.0,,27.0,Admitted,2018,12891
345,85,289.0,116.0,,58.0,Admitted,2022,12892
345,85,286.0,118.0,3.9,33.0,Rejected,2022,12893
345,85,290.0,105.0,2.52,47.0,Rejected,2021,12894
345,85,301.0,90.0,2.18,3.0,Admitted,2018,12895
345,85,288.0,61.0,3.0,20.0,Admitted,2023,12896
346,85,322.0,84.0,2.1,31.0,Admitted,2018,12897
346,85,288.0,,3.8,28.0,Rejected,2020,12898
346,85,,91.0,2.99,52.0,Admitted,2023,12899
346,85,335.0,69.0,3.65,46.0,Admitted,2019,12900
346,85,292.0,104.0,2.95,51.0,Rejected,2022,12901
346,85,305.0,85.0,2.22,10.0,Admitted,2022,12902
346,85,328.0,84.0,3.22,13.0,Admitted,2020,12903
346,85,289.0,93.0,3.71,58.0,Rejected,2023,12904
346,85,314.0,91.0,3.35,7.0,Rejected,2022,12905
346,85,288.0,93.0,3.41,15.0,Rejected,2021,12906
346,85,,101.0,2.76,40.0,Admitted,2020,12907
346,85,294.0,63.0,2.45,55.0,Rejected,2020,12908
346,85,340.0,120.0,4.0,80.0,Rejected,2018,12909
346,85,321.0,74.0,2.88,21.0,Rejected,2020,12910
346,85,313.0,89.0,3.13,56.0,Admitted,2020,12911
346,85,262.0,74.0,3.8,,Rejected,2022,12912
346,85,290.0,78.0,3.79,46.0,Rejected,2022,12913
346,85,317.0,69.0,2.17,36.0,Rejected,2018,12914
346,85,334.0,102.0,2.16,49.0,Rejected,2018,12915
346,85,269.0,63.0,3.8,42.0,Admitted,2021,12916
346,85,,60.0,2.01,49.0,Rejected,2022,12917
346,85,340.0,120.0,,91.0,Admitted,2019,12918
346,85,322.0,94.0,2.03,20.0,Admitted,2023,12919
346,85,331.0,84.0,3.1,5.0,Rejected,2018,12920
346,85,302.0,113.0,2.58,9.0,Rejected,2019,12921
346,85,,116.0,2.38,48.0,Admitted,2023,12922
346,85,282.0,99.0,3.8,,Admitted,2019,12923
346,85,168.0,121.0,4.68,-12.0,Admitted,2019,12924
346,85,293.0,85.0,3.64,39.0,Admitted,2020,12925
346,85,313.0,67.0,,44.0,Admitted,2023,12926
346,85,337.0,117.0,2.44,57.0,Rejected,2019,12927
346,85,266.0,,3.68,28.0,Admitted,2021,12928
346,85,325.0,89.0,2.04,4.0,Rejected,2020,12929
346,85,,117.0,3.21,,Rejected,2020,12930
346,85,334.0,66.0,3.73,27.0,Admitted,2019,12931
346,85,340.0,120.0,4.0,89.0,Admitted,2021,12932
